学籍番号,システム番号,学生ソート番号,設置区分コード,設置区分名,学生所属コード,学生所属名,学生氏名,学生氏名通称,学生WEB表示名,学生氏名カナ,学生氏名英字,学生性別コード,学生性別,学生生年月日,社会人フラグ,社会人状態,学生身分コード,学生身分名,学生種別コード,学生種別,現況区分コード,現況区分名,在籍フラグ,在籍状態,留学生区分コード,留学生区分,外国人フラグ,外国人状態,年次,クラスコード,クラス名,出席番号,セメスタフラグ,セメスタ対象状態,セメスタ数,要件年度,要件月,入学年月日,入学年度,入学時期フラグ,入学時期,再入学フラグ,再入学状態,再入学年月日,入学区分コード,入学区分名,入学年次,卒業見込フラグ,卒業見込状態,在学継続希望フラグ,在学継続希望状態,卒業見込年月日,離籍年月日,早期卒業フラグ,早期卒業状態,特記事項学籍情報,在学可能月数,休学可能月数,副学籍フラグ,副学籍状態,学生証発行回数,目標学位コード,目標学位名称,目標学位取得見込フラグ,目標学位取得見込状態,学位取得見込年月日,学位コード,学位名称,学位記番号,学位取得年月日,論文題目,論文題目（翻訳）,目標中間学位コード,目標中間学位名称,目標中間学位取得見込フラグ,目標中間学位取得見込状態,中間学位取得見込年月日,中間学位コード,中間学位名称,中間学位記番号,中間学位取得年月日,中間学位論文題目,中間学位論文題目（翻訳）,長期履修生フラグ,長期履修生状態,長期履修生修業年限,長期履修生在学年限,休学可能月数初期値,研究生受入期間開始,研究生受入期間終了,研究生担当教員コード,研究生担当教員名,研究生研究題目（和文）,研究生研究題目（英文）,副専攻コード,副専攻名,学生郵便番号,学生県コード,学生県名,学生住所1,学生住所2,学生住所3,学生住所,住居区分コード,住居区分名,学生電話番号,学生電話区分コード,学生電話区分名,学生その他電話番号,Ｅ－ＭＡＩＬ＿大学,Ｅ－ＭＡＩＬ,学生住所備考,出身県コード,出身県名,本籍コード,本籍名,国籍コード,国籍,在留資格コード,在留資格名,入国年月日,在留開始日,在留終了日,在留カード番号,資格外活動許可コード,資格外活動許可名,資格外活動許可期間開始,資格外活動許可期間終了,備考外国人情報,出身校名,出身校名２,出身校名３,入試試験年度,入試試験区分コード,入試試験区分名,受験番号,入試成績,高校時評点,成績通知不要フラグ,成績通知,成績通知不要届日
200010019,,,,,,,吉田一郎1,吉田一郎2,吉田一郎3,吉田一郎4,吉田一郎5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010019@u.tsukuba.ac.jp,200010019@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010017,,,,,,,佐々木二郎1,佐々木二郎2,佐々木二郎3,佐々木二郎4,佐々木二郎5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010017@u.tsukuba.ac.jp,200010017@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010013,,,,,,,山田三郎1,山田三郎2,山田三郎3,山田三郎4,山田三郎5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010013@u.tsukuba.ac.jp,200010013@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010012,,,,,,,田村四郎1,田村四郎2,田村四郎3,田村四郎4,田村四郎5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010012@u.tsukuba.ac.jp,200010012@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010086,,,,,,,石井五郎1,石井五郎2,石井五郎3,石井五郎4,石井五郎5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010086@u.tsukuba.ac.jp,200010086@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010009,,,,,,,長谷川六郎1,長谷川六郎2,長谷川六郎3,長谷川六郎4,長谷川六郎5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010009@u.tsukuba.ac.jp,200010009@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010084,,,,,,,井上七郎1,井上七郎2,井上七郎3,井上七郎4,井上七郎5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010084@u.tsukuba.ac.jp,200010084@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010074,,,,,,,清水八郎1,清水八郎2,清水八郎3,清水八郎4,清水八郎5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010074@u.tsukuba.ac.jp,200010074@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010094,,,,,,,渡邉九郎1,渡邉九郎2,渡邉九郎3,渡邉九郎4,渡邉九郎5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010094@u.tsukuba.ac.jp,200010094@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010005,,,,,,,佐藤健1,佐藤健2,佐藤健3,佐藤健4,佐藤健5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010005@u.tsukuba.ac.jp,200010005@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010090,,,,,,,鈴木陽1,鈴木陽2,鈴木陽3,鈴木陽4,鈴木陽5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010090@u.tsukuba.ac.jp,200010090@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010031,,,,,,,高橋恵1,高橋恵2,高橋恵3,高橋恵4,高橋恵5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010031@u.tsukuba.ac.jp,200010031@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010004,,,,,,,田中彩1,田中彩2,田中彩3,田中彩4,田中彩5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010004@u.tsukuba.ac.jp,200010004@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010023,,,,,,,渡辺奈々1,渡辺奈々2,渡辺奈々3,渡辺奈々4,渡辺奈々5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010023@u.tsukuba.ac.jp,200010023@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010050,,,,,,,伊藤春1,伊藤春2,伊藤春3,伊藤春4,伊藤春5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010050@u.tsukuba.ac.jp,200010050@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010035,,,,,,,山本慶1,山本慶2,山本慶3,山本慶4,山本慶5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010035@u.tsukuba.ac.jp,200010035@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010043,,,,,,,中村春菜1,中村春菜2,中村春菜3,中村春菜4,中村春菜5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010043@u.tsukuba.ac.jp,200010043@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010048,,,,,,,小林結1,小林結2,小林結3,小林結4,小林結5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010048@u.tsukuba.ac.jp,200010048@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010006,,,,,,,加藤美1,加藤美2,加藤美3,加藤美4,加藤美5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010006@u.tsukuba.ac.jp,200010006@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010053,,,,,,,吉田美穂1,吉田美穂2,吉田美穂3,吉田美穂4,吉田美穂5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010053@u.tsukuba.ac.jp,200010053@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010011,,,,,,,佐々木直子1,佐々木直子2,佐々木直子3,佐々木直子4,佐々木直子5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010011@u.tsukuba.ac.jp,200010011@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010075,,,,,,,山田純1,山田純2,山田純3,山田純4,山田純5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010075@u.tsukuba.ac.jp,200010075@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010020,,,,,,,田村美穂1,田村美穂2,田村美穂3,田村美穂4,田村美穂5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010020@u.tsukuba.ac.jp,200010020@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010066,,,,,,,石井優1,石井優2,石井優3,石井優4,石井優5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010066@u.tsukuba.ac.jp,200010066@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010068,,,,,,,長谷川亜希1,長谷川亜希2,長谷川亜希3,長谷川亜希4,長谷川亜希5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010068@u.tsukuba.ac.jp,200010068@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010092,,,,,,,井上花1,井上花2,井上花3,井上花4,井上花5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010092@u.tsukuba.ac.jp,200010092@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010063,,,,,,,清水桃1,清水桃2,清水桃3,清水桃4,清水桃5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010063@u.tsukuba.ac.jp,200010063@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010037,,,,,,,渡邉あかり1,渡邉あかり2,渡邉あかり3,渡邉あかり4,渡邉あかり5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010037@u.tsukuba.ac.jp,200010037@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010062,,,,,,,佐藤華1,佐藤華2,佐藤華3,佐藤華4,佐藤華5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010062@u.tsukuba.ac.jp,200010062@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010088,,,,,,,鈴木さくら1,鈴木さくら2,鈴木さくら3,鈴木さくら4,鈴木さくら5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010088@u.tsukuba.ac.jp,200010088@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010060,,,,,,,高橋りん1,高橋りん2,高橋りん3,高橋りん4,高橋りん5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010060@u.tsukuba.ac.jp,200010060@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010057,,,,,,,田中なつき1,田中なつき2,田中なつき3,田中なつき4,田中なつき5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010057@u.tsukuba.ac.jp,200010057@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010096,,,,,,,渡辺ひまり1,渡辺ひまり2,渡辺ひまり3,渡辺ひまり4,渡辺ひまり5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010096@u.tsukuba.ac.jp,200010096@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010047,,,,,,,伊藤みお1,伊藤みお2,伊藤みお3,伊藤みお4,伊藤みお5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010047@u.tsukuba.ac.jp,200010047@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010078,,,,,,,山本りお1,山本りお2,山本りお3,山本りお4,山本りお5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010078@u.tsukuba.ac.jp,200010078@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010018,,,,,,,中村こころ1,中村こころ2,中村こころ3,中村こころ4,中村こころ5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010018@u.tsukuba.ac.jp,200010018@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010038,,,,,,,小林あや1,小林あや2,小林あや3,小林あや4,小林あや5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010038@u.tsukuba.ac.jp,200010038@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010065,,,,,,,加藤ゆり1,加藤ゆり2,加藤ゆり3,加藤ゆり4,加藤ゆり5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010065@u.tsukuba.ac.jp,200010065@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010032,,,,,,,吉田めぐみ1,吉田めぐみ2,吉田めぐみ3,吉田めぐみ4,吉田めぐみ5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010032@u.tsukuba.ac.jp,200010032@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010077,,,,,,,佐々木まゆ1,佐々木まゆ2,佐々木まゆ3,佐々木まゆ4,佐々木まゆ5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010077@u.tsukuba.ac.jp,200010077@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010022,,,,,,,山田かんな1,山田かんな2,山田かんな3,山田かんな4,山田かんな5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010022@u.tsukuba.ac.jp,200010022@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010046,,,,,,,田村しおり1,田村しおり2,田村しおり3,田村しおり4,田村しおり5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010046@u.tsukuba.ac.jp,200010046@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010039,,,,,,,石井ひろこ1,石井ひろこ2,石井ひろこ3,石井ひろこ4,石井ひろこ5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010039@u.tsukuba.ac.jp,200010039@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010093,,,,,,,長谷川みき1,長谷川みき2,長谷川みき3,長谷川みき4,長谷川みき5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010093@u.tsukuba.ac.jp,200010093@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010058,,,,,,,井上さえ1,井上さえ2,井上さえ3,井上さえ4,井上さえ5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010058@u.tsukuba.ac.jp,200010058@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010040,,,,,,,清水ひかり1,清水ひかり2,清水ひかり3,清水ひかり4,清水ひかり5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010040@u.tsukuba.ac.jp,200010040@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010056,,,,,,,渡邉まり1,渡邉まり2,渡邉まり3,渡邉まり4,渡邉まり5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010056@u.tsukuba.ac.jp,200010056@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200010033,,,,,,,佐藤まい1,佐藤まい2,佐藤まい3,佐藤まい4,佐藤まい5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s0010033@u.tsukuba.ac.jp,200010033@example.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
